ruangan,penghuni,jarak_meter
Ruang_Geranium,43,7.64
Ruang_Cosmos,48,15.4
Ruang_Edelweis,37,8.28
Ruang_Bromelia,33,45.27
Ruang_Heliconia,54,37.39
Ruang_Cempaka,53,32.43
Ruang_Wijayakusuma,49,27.7
Ruang_SedapMalam,49,47.84
Ruang_TapakDara,44,23.44
Ruang_PacarAir,54,28.52
Ruang_BungaSepatu,56,33.84
Ruang_Asoka,60,12.07
Ruang_NusaIndah,60,31.28
Ruang_Kantil,59,26.8
Ruang_Kecubung,30,44.9
Ruang_Soka,30,23.6
Ruang_Lotus,54,28.38
Ruang_Bluebell,36,38.84
Ruang_Daffodil,58,21.71
Ruang_Foxglove,31,42.06
Ruang_Hibiscus,67,44.05
Ruang_Lilac,45,9.56
Ruang_Narcissus,65,16.36
Ruang_Oleander,45,48.94
Ruang_Primrose,68,42.49
Ruang_Snapdragon,68,39.8
Ruang_Wisteria,46,39.33
Ruang_Yarrow,53,39.95
Ruang_Amaryllis,36,10.43
Ruang_Anemone,53,5.93
Ruang_Buttercup,31,22.1
Ruang_Carnation,45,25.99
Ruang_Delphinium,51,49.51
Ruang_Gladiol,30,37.32
Ruang_Heather,62,40.69
Ruang_Honeysuckle,65,45.5
Ruang_Impatiens,69,38.0
Ruang_Larkspur,55,18.16
Ruang_Mimosa,38,39.62
Ruang_Orchid,41,19.06
Ruang_Periwinkle,59,47.15
Ruang_QueenAnne,65,45.93
Ruang_Rhododendron,65,47.09
Ruang_Sunflower,53,32.54
Ruang_Tuberose,56,8.16
Ruang_Violet,46,38.23
Ruang_Wallflower,57,32.77
Ruang_Xeranthemum,58,33.17
Ruang_YuccaBloom,46,32.49
Ruang_Zephyranthes,44,32.88
Ruang_AcaciaBloom,52,47.62
Ruang_Balsam,48,23.1
Ruang_Coreopsis,64,13.86
Ruang_Echinacea,30,29.32
Ruang_ForgetMeNot,42,16.92
Ruang_Gazania,64,9.6
Ruang_Jacaranda,32,21.44
Ruang_Lantana,47,35.95
Ruang_MorningGlory,37,41.0
Ruang_Nemesia,57,10.34
Ruang_Oxalis,44,6.83
Ruang_Plumeria,51,31.55
Ruang_Statice,48,32.69
Ruang_Verbascum,60,18.29
Ruang_Waterlily,46,39.34
Ruang_ZebraPlant,52,21.66
Ruang_Melati,46,28.68
Ruang_Mawar,39,32.54
Ruang_Anggrek,67,22.26
Ruang_Tulip,38,11.28
Ruang_Matahari,57,46.24
Ruang_Lili,33,38.54
Ruang_Kamboja,41,47.26
Ruang_Kenanga,61,40.27
Ruang_Dahlia,37,29.79
Ruang_Teratai,58,16.68
Ruang_Flamboyan,58,28.31
Ruang_Kana,63,33.08
Ruang_Bougenvil,46,5.51
Ruang_Anyelir,40,28.02
Ruang_Krisan,48,14.73
Ruang_Lavender,67,13.85
Ruang_Sakura,54,47.94
Ruang_Azalea,49,31.96
Ruang_Gardenia,33,6.09
Ruang_Iris,43,29.98
Ruang_Peony,47,30.35
Ruang_Begonia,59,13.88
Ruang_Magnolia,54,12.61
Ruang_Camelia,50,33.16
Ruang_Zinnia,35,23.23
Ruang_Aster,70,15.49
Ruang_Jasmine,52,21.7
Ruang_Hydrangea,36,10.9
Ruang_Freesia,57,14.51
Ruang_Poppy,70,15.29
Ruang_Ranunculus,70,41.8
Ruang_Marigold,30,11.54
Ruang_Verbena,57,7.99
Ruang_Petunia,45,49.18
Ruang_Geranium,62,45.48
Ruang_Cosmos,30,41.28
Ruang_Edelweis,69,37.69
Ruang_Bromelia,45,11.04
Ruang_Heliconia,65,48.9
Ruang_Cempaka,52,47.64
Ruang_Wijayakusuma,33,27.57
Ruang_SedapMalam,39,45.51
Ruang_TapakDara,67,40.94
Ruang_PacarAir,47,7.38
Ruang_BungaSepatu,69,37.58
Ruang_Asoka,40,41.4
Ruang_NusaIndah,31,22.55
Ruang_Kantil,68,47.27
Ruang_Kecubung,66,48.86
Ruang_Soka,55,39.63
Ruang_Lotus,67,43.07
Ruang_Bluebell,58,5.06
Ruang_Daffodil,50,41.65
Ruang_Foxglove,45,32.41
Ruang_Hibiscus,58,19.16
Ruang_Lilac,31,25.61
Ruang_Narcissus,61,24.64
Ruang_Oleander,33,9.93
Ruang_Primrose,34,43.79
Ruang_Snapdragon,57,19.1
Ruang_Wisteria,48,22.36
Ruang_Yarrow,54,24.25
Ruang_Amaryllis,52,11.92
Ruang_Anemone,37,45.1
Ruang_Buttercup,49,30.48
Ruang_Carnation,34,35.02
Ruang_Delphinium,40,20.78
Ruang_Gladiol,48,34.09
Ruang_Heather,48,12.9
Ruang_Honeysuckle,52,24.57
Ruang_Impatiens,55,37.59
Ruang_Larkspur,65,23.3
Ruang_Mimosa,31,20.86
Ruang_Orchid,64,47.83
Ruang_Periwinkle,40,19.26
Ruang_QueenAnne,64,19.6
Ruang_Rhododendron,32,36.64
Ruang_Sunflower,46,16.05
Ruang_Tuberose,60,11.65
Ruang_Violet,44,20.44
Ruang_Wallflower,47,39.11
Ruang_Xeranthemum,32,12.9
Ruang_YuccaBloom,33,15.33
Ruang_Zephyranthes,70,30.3
Ruang_AcaciaBloom,43,43.28
Ruang_Balsam,51,41.25
Ruang_Coreopsis,45,37.29
Ruang_Echinacea,69,32.27
Ruang_ForgetMeNot,45,20.07
Ruang_Gazania,41,11.25
Ruang_Jacaranda,37,13.97
Ruang_Lantana,32,8.58
Ruang_MorningGlory,33,18.51
Ruang_Nemesia,65,10.57
Ruang_Oxalis,31,42.01
Ruang_Plumeria,48,32.28
Ruang_Statice,50,13.21
Ruang_Verbascum,39,23.6
Ruang_Waterlily,59,5.14
Ruang_ZebraPlant,43,25.83
Ruang_Melati,57,46.85
Ruang_Mawar,40,19.83
Ruang_Anggrek,39,47.13
Ruang_Tulip,65,33.03
Ruang_Matahari,52,35.22
Ruang_Lili,38,27.59
Ruang_Kamboja,52,26.01
Ruang_Kenanga,67,12.96
Ruang_Dahlia,38,6.61
Ruang_Teratai,46,49.52
Ruang_Flamboyan,66,31.43
Ruang_Kana,30,14.83
Ruang_Bougenvil,63,31.71
Ruang_Anyelir,64,49.15
Ruang_Krisan,69,8.59
Ruang_Lavender,46,10.23
Ruang_Sakura,60,21.62
Ruang_Azalea,65,46.45
Ruang_Gardenia,60,19.36
Ruang_Iris,38,13.83
Ruang_Peony,66,42.66
Ruang_Begonia,66,43.35
Ruang_Magnolia,70,40.23
Ruang_Camelia,34,24.34
Ruang_Zinnia,46,26.62
Ruang_Aster,62,16.13
Ruang_Jasmine,47,46.58
Ruang_Hydrangea,52,6.42
Ruang_Freesia,45,45.85
Ruang_Poppy,63,12.07
Ruang_Ranunculus,51,13.66
Ruang_Marigold,41,46.1
Ruang_Verbena,41,36.62
Ruang_Petunia,47,28.72
Ruang_Geranium,59,24.72
Ruang_Cosmos,31,47.15
Ruang_Edelweis,47,25.36
Ruang_Bromelia,64,46.62
Ruang_Heliconia,35,13.29
Ruang_Cempaka,69,32.58
Ruang_Wijayakusuma,32,32.16
Ruang_SedapMalam,51,34.15
Ruang_TapakDara,34,31.93
Ruang_PacarAir,58,7.29
Ruang_BungaSepatu,55,5.96
Ruang_Asoka,69,7.7
Ruang_NusaIndah,49,24.29
Ruang_Kantil,62,19.1
Ruang_Kecubung,58,10.02
Ruang_Soka,60,14.48
Ruang_Lotus,64,41.68
Ruang_Bluebell,64,12.72
Ruang_Daffodil,62,6.05
Ruang_Foxglove,67,38.83
Ruang_Hibiscus,43,42.46
Ruang_Lilac,68,44.15
Ruang_Narcissus,66,25.39
Ruang_Oleander,49,10.56
Ruang_Primrose,48,48.22
Ruang_Snapdragon,66,19.45
Ruang_Wisteria,62,47.05
Ruang_Yarrow,48,39.82
Ruang_Amaryllis,34,37.97
Ruang_Anemone,46,41.77
Ruang_Buttercup,49,49.55
Ruang_Carnation,46,26.28
Ruang_Delphinium,41,7.53
Ruang_Gladiol,48,49.71
Ruang_Heather,34,45.13
Ruang_Honeysuckle,60,35.83
Ruang_Impatiens,67,38.66
Ruang_Larkspur,47,49.34
Ruang_Mimosa,41,45.78
Ruang_Orchid,34,43.42
Ruang_Periwinkle,56,17.75
Ruang_QueenAnne,55,24.29
Ruang_Rhododendron,37,19.03
Ruang_Sunflower,67,30.83
Ruang_Tuberose,60,13.06
Ruang_Violet,64,31.13
Ruang_Wallflower,34,35.1
Ruang_Xeranthemum,53,45.9
Ruang_YuccaBloom,45,8.07
Ruang_Zephyranthes,36,29.4
Ruang_AcaciaBloom,31,30.26
Ruang_Balsam,46,32.17
Ruang_Coreopsis,56,21.58
Ruang_Echinacea,38,42.09
Ruang_ForgetMeNot,41,9.8
Ruang_Gazania,66,35.05
Ruang_Jacaranda,40,14.46
Ruang_Lantana,48,37.52
Ruang_MorningGlory,62,28.19
Ruang_Nemesia,35,5.32
Ruang_Oxalis,68,12.24
Ruang_Plumeria,65,8.44
Ruang_Statice,66,6.98
Ruang_Verbascum,30,28.94
Ruang_Waterlily,66,40.61
Ruang_ZebraPlant,37,26.12
Ruang_Melati,55,47.07
Ruang_Mawar,42,17.87
Ruang_Anggrek,65,26.44
Ruang_Tulip,41,5.51
Ruang_Matahari,70,20.44
Ruang_Lili,36,43.02
Ruang_Kamboja,31,12.78
Ruang_Kenanga,31,48.29
Ruang_Dahlia,38,32.38
Ruang_Teratai,61,20.87
Ruang_Flamboyan,64,18.19
Ruang_Kana,51,31.02
Ruang_Bougenvil,70,7.47
Ruang_Anyelir,58,30.92
Ruang_Krisan,44,38.72
Ruang_Lavender,55,39.86
Ruang_Sakura,61,5.05
Ruang_Azalea,58,12.82
Ruang_Gardenia,36,25.43
Ruang_Iris,58,43.27
Ruang_Peony,48,9.56
Ruang_Begonia,36,40.28
Ruang_Magnolia,51,23.15
Ruang_Camelia,59,27.93
Ruang_Zinnia,34,17.33
Ruang_Aster,52,20.15
Ruang_Jasmine,58,5.45
Ruang_Hydrangea,67,30.04
Ruang_Freesia,70,16.34
Ruang_Poppy,56,20.9
Ruang_Ranunculus,56,46.29
Ruang_Marigold,69,7.61
Ruang_Verbena,70,38.54
Ruang_Petunia,67,31.77
Ruang_Geranium,53,49.33
Ruang_Cosmos,57,42.47
Ruang_Edelweis,66,38.33
Ruang_Bromelia,61,13.53
Ruang_Heliconia,39,21.99
Ruang_Cempaka,33,36.07
Ruang_Wijayakusuma,61,21.7
Ruang_SedapMalam,33,35.19
Ruang_TapakDara,33,30.01
Ruang_PacarAir,49,46.55
Ruang_BungaSepatu,43,18.85
Ruang_Asoka,65,20.38
Ruang_NusaIndah,30,46.52
Ruang_Kantil,64,33.19
Ruang_Kecubung,52,41.97
Ruang_Soka,53,7.96
Ruang_Lotus,68,38.94
Ruang_Bluebell,36,16.92
Ruang_Daffodil,50,25.63
Ruang_Foxglove,60,21.27
Ruang_Hibiscus,39,45.15
Ruang_Lilac,65,43.35
Ruang_Narcissus,41,17.64
Ruang_Oleander,68,11.44
Ruang_Primrose,56,40.58
Ruang_Snapdragon,53,25.73
Ruang_Wisteria,44,5.17
Ruang_Yarrow,31,43.14
Ruang_Amaryllis,32,28.51
Ruang_Anemone,56,24.13
Ruang_Buttercup,53,30.4
Ruang_Carnation,61,36.0
Ruang_Delphinium,37,41.13
Ruang_Gladiol,35,40.49
Ruang_Heather,54,9.74
Ruang_Honeysuckle,62,45.81
Ruang_Impatiens,65,19.06
Ruang_Larkspur,43,44.65
Ruang_Mimosa,38,24.43
Ruang_Orchid,40,20.58
Ruang_Periwinkle,34,28.17
Ruang_QueenAnne,57,17.29
Ruang_Rhododendron,50,40.07
Ruang_Sunflower,50,38.55
Ruang_Tuberose,70,16.69
Ruang_Violet,62,36.4
Ruang_Wallflower,59,17.01
Ruang_Xeranthemum,50,45.41
Ruang_YuccaBloom,68,28.36
Ruang_Zephyranthes,49,19.16
Ruang_AcaciaBloom,58,47.1
Ruang_Balsam,42,20.43
Ruang_Coreopsis,63,15.52
Ruang_Echinacea,61,43.57
Ruang_ForgetMeNot,33,47.69
Ruang_Gazania,64,24.04
Ruang_Jacaranda,62,37.85
Ruang_Lantana,38,5.07
Ruang_MorningGlory,57,34.28
Ruang_Nemesia,34,5.38
Ruang_Oxalis,67,30.18
Ruang_Plumeria,40,40.31
Ruang_Statice,52,46.25
Ruang_Verbascum,60,6.21
Ruang_Waterlily,37,44.69
Ruang_ZebraPlant,33,48.34
Ruang_Melati,51,26.17
Ruang_Mawar,68,11.83
Ruang_Anggrek,53,38.06
Ruang_Tulip,67,19.78
Ruang_Matahari,32,7.41
Ruang_Lili,34,7.97
Ruang_Kamboja,35,47.74
Ruang_Kenanga,63,32.73
Ruang_Dahlia,33,34.23
Ruang_Teratai,56,10.7
Ruang_Flamboyan,36,20.09
Ruang_Kana,70,25.83
Ruang_Bougenvil,67,6.65
Ruang_Anyelir,32,38.07
Ruang_Krisan,50,11.85
Ruang_Lavender,34,19.12
Ruang_Sakura,46,19.41
Ruang_Azalea,44,14.36
Ruang_Gardenia,58,38.12
Ruang_Iris,41,34.14
Ruang_Peony,43,10.75
Ruang_Begonia,36,9.64
Ruang_Magnolia,61,44.54
Ruang_Camelia,41,6.67
Ruang_Zinnia,68,36.4
Ruang_Aster,57,47.03
Ruang_Jasmine,54,16.1
Ruang_Hydrangea,37,35.07
Ruang_Freesia,35,19.68
Ruang_Poppy,63,41.07
Ruang_Ranunculus,60,22.99
Ruang_Marigold,35,38.62
Ruang_Verbena,59,31.6
Ruang_Petunia,66,6.59
Ruang_Geranium,62,39.8
Ruang_Cosmos,65,33.77
Ruang_Edelweis,33,28.73
Ruang_Bromelia,58,31.97
Ruang_Heliconia,62,24.79
Ruang_Cempaka,40,5.5
Ruang_Wijayakusuma,31,27.31
Ruang_SedapMalam,39,12.94
Ruang_TapakDara,58,43.22
Ruang_PacarAir,36,39.11
Ruang_BungaSepatu,52,16.94
Ruang_Asoka,48,35.59
Ruang_NusaIndah,48,29.89
Ruang_Kantil,60,14.61
Ruang_Kecubung,50,16.73
Ruang_Soka,32,35.24
Ruang_Lotus,57,46.98
Ruang_Bluebell,43,30.87
Ruang_Daffodil,32,11.35
Ruang_Foxglove,70,11.78
Ruang_Hibiscus,69,24.43
Ruang_Lilac,67,9.74
Ruang_Narcissus,39,33.09
Ruang_Oleander,54,8.65
Ruang_Primrose,53,34.18
Ruang_Snapdragon,31,45.6
Ruang_Wisteria,49,44.19
Ruang_Yarrow,37,24.27
Ruang_Amaryllis,31,34.14
Ruang_Anemone,50,46.48
Ruang_Buttercup,37,5.48
Ruang_Carnation,68,29.6
Ruang_Delphinium,35,12.49
Ruang_Gladiol,61,20.26
Ruang_Heather,52,30.72
Ruang_Honeysuckle,60,35.71
Ruang_Impatiens,35,33.21
Ruang_Larkspur,36,30.47
Ruang_Mimosa,31,45.1
Ruang_Orchid,61,37.8
Ruang_Periwinkle,36,19.03
Ruang_QueenAnne,54,31.83
Ruang_Rhododendron,49,9.29
Ruang_Sunflower,38,49.31
Ruang_Tuberose,69,16.18
Ruang_Violet,40,35.26
Ruang_Wallflower,53,37.51
Ruang_Xeranthemum,54,44.96
Ruang_YuccaBloom,60,38.74
Ruang_Zephyranthes,56,46.14
Ruang_AcaciaBloom,65,30.71
Ruang_Balsam,47,41.16
Ruang_Coreopsis,51,43.51
Ruang_Echinacea,58,27.12
Ruang_ForgetMeNot,31,25.76
Ruang_Gazania,63,16.06
Ruang_Jacaranda,47,45.32
Ruang_Lantana,31,31.52
Ruang_MorningGlory,65,35.02
Ruang_Nemesia,58,42.99
Ruang_Oxalis,30,19.2
Ruang_Plumeria,63,26.72
Ruang_Statice,35,33.64
Ruang_Verbascum,36,47.72
Ruang_Waterlily,69,26.39
Ruang_ZebraPlant,45,16.45
Ruang_Melati,31,25.79
Ruang_Mawar,68,46.35
Ruang_Anggrek,33,31.19
Ruang_Tulip,55,13.86
Ruang_Matahari,62,21.69
Ruang_Lili,63,5.09
Ruang_Kamboja,66,42.31
Ruang_Kenanga,63,35.76
Ruang_Dahlia,63,10.11
Ruang_Teratai,65,28.37
Ruang_Flamboyan,41,34.78
Ruang_Kana,64,20.68
Ruang_Bougenvil,48,8.45
Ruang_Anyelir,57,48.55
Ruang_Krisan,33,32.16
Ruang_Lavender,51,44.2
Ruang_Sakura,68,25.07
Ruang_Azalea,47,15.39
Ruang_Gardenia,32,9.2
Ruang_Iris,51,34.82
Ruang_Peony,64,6.33
Ruang_Begonia,35,7.56
Ruang_Magnolia,42,41.03
Ruang_Camelia,35,43.61
Ruang_Zinnia,51,15.0
Ruang_Aster,32,12.74
Ruang_Jasmine,68,13.35
Ruang_Hydrangea,54,16.59
Ruang_Freesia,67,18.55
Ruang_Poppy,58,41.06
Ruang_Ranunculus,69,23.85
Ruang_Marigold,63,25.41
Ruang_Verbena,56,13.8
Ruang_Petunia,62,23.97
Ruang_Geranium,32,12.31
Ruang_Cosmos,60,9.4
Ruang_Edelweis,54,7.07
Ruang_Bromelia,51,20.35
Ruang_Heliconia,41,8.78
Ruang_Cempaka,70,38.88
Ruang_Wijayakusuma,56,38.01
Ruang_SedapMalam,36,30.74
Ruang_TapakDara,51,14.15
Ruang_PacarAir,41,33.4
Ruang_BungaSepatu,70,21.85
Ruang_Asoka,31,23.99
Ruang_NusaIndah,31,20.56
Ruang_Kantil,51,43.38
Ruang_Kecubung,49,40.15
Ruang_Soka,63,35.69
Ruang_Lotus,43,48.82
Ruang_Bluebell,47,25.82
Ruang_Daffodil,50,22.35
Ruang_Foxglove,62,27.24
Ruang_Hibiscus,41,12.36
Ruang_Lilac,41,29.48
Ruang_Narcissus,52,19.89
Ruang_Oleander,69,11.07
Ruang_Primrose,58,39.35
Ruang_Snapdragon,60,28.85
Ruang_Wisteria,41,41.57
Ruang_Yarrow,68,26.19
Ruang_Amaryllis,57,48.21
Ruang_Anemone,61,16.12
Ruang_Buttercup,46,19.45
Ruang_Carnation,38,36.79
Ruang_Delphinium,65,43.31
Ruang_Gladiol,47,27.32
Ruang_Heather,39,23.23
Ruang_Honeysuckle,61,40.55
Ruang_Impatiens,58,48.44
Ruang_Larkspur,36,35.4
Ruang_Mimosa,34,40.21
Ruang_Orchid,54,7.33
Ruang_Periwinkle,51,49.1
Ruang_QueenAnne,64,39.24
Ruang_Rhododendron,40,19.45
Ruang_Sunflower,59,19.67
Ruang_Tuberose,45,44.81
Ruang_Violet,32,7.94
Ruang_Wallflower,63,13.37
Ruang_Xeranthemum,51,47.04
Ruang_YuccaBloom,59,8.37
Ruang_Zephyranthes,48,14.06
Ruang_AcaciaBloom,52,40.36
Ruang_Balsam,52,15.89
Ruang_Coreopsis,38,12.57
Ruang_Echinacea,64,31.83
Ruang_ForgetMeNot,40,28.87
Ruang_Gazania,55,42.65
Ruang_Jacaranda,35,43.39
Ruang_Lantana,45,48.9
Ruang_MorningGlory,70,19.91
Ruang_Nemesia,30,11.61
Ruang_Oxalis,62,14.19
Ruang_Plumeria,44,13.02
Ruang_Statice,67,39.07
Ruang_Verbascum,44,20.31
Ruang_Waterlily,67,16.46
Ruang_ZebraPlant,65,44.54
Ruang_Melati,69,22.35
Ruang_Mawar,58,44.58
Ruang_Anggrek,40,33.24
Ruang_Tulip,43,12.22
Ruang_Matahari,40,7.27
Ruang_Lili,47,38.47
Ruang_Kamboja,54,44.97
Ruang_Kenanga,39,27.76
Ruang_Dahlia,31,14.72
Ruang_Teratai,50,18.27
Ruang_Flamboyan,44,45.6
Ruang_Kana,64,40.52
Ruang_Bougenvil,50,6.62
Ruang_Anyelir,49,22.15
Ruang_Krisan,54,30.12
Ruang_Lavender,58,40.07
Ruang_Sakura,37,24.73
Ruang_Azalea,64,27.22
Ruang_Gardenia,31,5.4
Ruang_Iris,38,28.56
Ruang_Peony,35,10.51
Ruang_Begonia,58,33.54
Ruang_Magnolia,39,36.89
Ruang_Camelia,40,8.32
Ruang_Zinnia,64,46.54
Ruang_Aster,39,14.54
Ruang_Jasmine,34,43.17
Ruang_Hydrangea,37,13.0
Ruang_Freesia,54,38.46
Ruang_Poppy,59,7.25
Ruang_Ranunculus,55,28.41
Ruang_Marigold,51,28.22
Ruang_Verbena,54,36.01
Ruang_Petunia,51,32.05
Ruang_Geranium,49,40.85
Ruang_Cosmos,34,45.97
Ruang_Edelweis,59,20.69
Ruang_Bromelia,38,35.73
Ruang_Heliconia,68,41.1
Ruang_Cempaka,44,28.1
Ruang_Wijayakusuma,61,33.15
Ruang_SedapMalam,33,13.56
Ruang_TapakDara,64,6.64
Ruang_PacarAir,54,45.55
Ruang_BungaSepatu,30,45.28
Ruang_Asoka,69,26.16
Ruang_NusaIndah,35,16.66
Ruang_Kantil,53,44.57
Ruang_Kecubung,59,37.54
Ruang_Soka,60,19.63
Ruang_Lotus,40,39.39
Ruang_Bluebell,52,24.72
Ruang_Daffodil,40,15.95
Ruang_Foxglove,35,43.06
Ruang_Hibiscus,49,23.24
Ruang_Lilac,57,6.99
Ruang_Narcissus,30,20.04
Ruang_Oleander,50,41.63
Ruang_Primrose,67,29.8
Ruang_Snapdragon,66,27.25
Ruang_Wisteria,59,7.02
Ruang_Yarrow,60,48.48
Ruang_Amaryllis,60,45.17
Ruang_Anemone,51,25.26
Ruang_Buttercup,43,49.56
Ruang_Carnation,44,24.14
Ruang_Delphinium,68,13.07
Ruang_Gladiol,67,43.96
Ruang_Heather,62,39.15
Ruang_Honeysuckle,38,41.29
Ruang_Impatiens,70,19.13
Ruang_Larkspur,66,40.53
Ruang_Mimosa,51,34.6
Ruang_Orchid,62,34.9
Ruang_Periwinkle,40,42.35
Ruang_QueenAnne,31,38.16
Ruang_Rhododendron,42,44.53
Ruang_Sunflower,64,5.07
Ruang_Tuberose,70,18.29
Ruang_Violet,64,12.08
Ruang_Wallflower,55,12.44
Ruang_Xeranthemum,55,30.59
Ruang_YuccaBloom,46,36.14
Ruang_Zephyranthes,40,28.78
Ruang_AcaciaBloom,59,25.09
Ruang_Balsam,57,15.1
Ruang_Coreopsis,30,10.24
Ruang_Echinacea,56,47.57
Ruang_ForgetMeNot,41,32.84
Ruang_Gazania,69,8.65
Ruang_Jacaranda,31,7.2
Ruang_Lantana,45,28.49
Ruang_MorningGlory,50,6.76
Ruang_Nemesia,39,33.47
Ruang_Oxalis,53,23.31
Ruang_Plumeria,34,47.33
Ruang_Statice,69,28.24
Ruang_Verbascum,37,16.15
Ruang_Waterlily,57,30.3
Ruang_ZebraPlant,39,31.96
Ruang_Melati,47,27.38
Ruang_Mawar,62,6.49
Ruang_Anggrek,49,25.29
Ruang_Tulip,67,32.19
Ruang_Matahari,66,21.03
Ruang_Lili,33,12.25
Ruang_Kamboja,49,26.67
Ruang_Kenanga,59,33.66
Ruang_Dahlia,44,46.67
Ruang_Teratai,31,46.35
Ruang_Flamboyan,36,5.17
Ruang_Kana,31,20.24
Ruang_Bougenvil,61,5.71
Ruang_Anyelir,38,37.47
Ruang_Krisan,34,27.89
Ruang_Lavender,65,22.48
Ruang_Sakura,63,41.15
Ruang_Azalea,56,21.62
Ruang_Gardenia,32,15.93
Ruang_Iris,34,8.89
Ruang_Peony,57,8.4
Ruang_Begonia,30,37.98
Ruang_Magnolia,30,39.22
Ruang_Camelia,45,17.9
Ruang_Zinnia,46,28.47
Ruang_Aster,52,29.45
Ruang_Jasmine,56,32.8
Ruang_Hydrangea,33,30.36
Ruang_Freesia,54,41.11
Ruang_Poppy,38,49.57
Ruang_Ranunculus,65,44.19
Ruang_Marigold,63,41.41
Ruang_Verbena,47,15.71
Ruang_Petunia,56,42.44
Ruang_Geranium,70,39.7
Ruang_Cosmos,54,8.1
Ruang_Edelweis,55,38.18
Ruang_Bromelia,48,12.78
Ruang_Heliconia,51,27.29
Ruang_Cempaka,39,23.01
Ruang_Wijayakusuma,51,16.21
Ruang_SedapMalam,59,49.64
Ruang_TapakDara,38,38.22
Ruang_PacarAir,52,47.57
Ruang_BungaSepatu,42,15.99
Ruang_Asoka,62,38.14
Ruang_NusaIndah,33,37.27
Ruang_Kantil,30,42.85
Ruang_Kecubung,30,43.04
Ruang_Soka,65,28.41
Ruang_Lotus,52,12.57
Ruang_Bluebell,46,29.8
Ruang_Daffodil,67,31.6
Ruang_Foxglove,62,37.96
Ruang_Hibiscus,65,16.17
Ruang_Lilac,64,9.68
Ruang_Narcissus,37,34.79
Ruang_Oleander,70,44.77
Ruang_Primrose,32,39.84
Ruang_Snapdragon,37,32.04
Ruang_Wisteria,52,15.89
Ruang_Yarrow,64,13.55
Ruang_Amaryllis,66,5.99
Ruang_Anemone,55,32.69
Ruang_Buttercup,57,5.82
Ruang_Carnation,39,28.26
Ruang_Delphinium,41,32.19
Ruang_Gladiol,46,48.05
Ruang_Heather,44,34.38
Ruang_Honeysuckle,36,7.42
Ruang_Impatiens,62,46.85
Ruang_Larkspur,60,32.71
Ruang_Mimosa,36,11.44
Ruang_Orchid,63,37.17
Ruang_Periwinkle,70,42.62
Ruang_QueenAnne,61,12.7
Ruang_Rhododendron,32,31.07
Ruang_Sunflower,36,12.89
Ruang_Tuberose,48,31.12
Ruang_Violet,38,24.55
Ruang_Wallflower,64,5.94
Ruang_Xeranthemum,30,13.1
Ruang_YuccaBloom,47,39.51
Ruang_Zephyranthes,58,49.31
Ruang_AcaciaBloom,52,7.53
Ruang_Balsam,68,27.04
Ruang_Coreopsis,44,16.1
Ruang_Echinacea,47,15.6
Ruang_ForgetMeNot,67,8.14
Ruang_Gazania,42,7.03
Ruang_Jacaranda,70,16.02
Ruang_Lantana,43,29.41
Ruang_MorningGlory,45,5.91
Ruang_Nemesia,35,16.94
Ruang_Oxalis,33,41.83
Ruang_Plumeria,48,18.76
Ruang_Statice,32,36.04
Ruang_Verbascum,59,33.83
Ruang_Waterlily,52,12.82
Ruang_ZebraPlant,61,43.65
Ruang_Melati,51,7.47
Ruang_Mawar,67,20.35
Ruang_Anggrek,60,46.83
Ruang_Tulip,32,13.5
Ruang_Matahari,53,47.74
Ruang_Lili,38,10.0
Ruang_Kamboja,47,7.27
Ruang_Kenanga,56,17.28
Ruang_Dahlia,40,16.67
Ruang_Teratai,54,16.84
Ruang_Flamboyan,41,26.83
Ruang_Kana,62,42.86
Ruang_Bougenvil,59,8.39
Ruang_Anyelir,34,12.34
Ruang_Krisan,63,41.36
Ruang_Lavender,55,31.65
Ruang_Sakura,70,27.88
Ruang_Azalea,45,44.48
Ruang_Gardenia,45,48.92
Ruang_Iris,41,47.05
Ruang_Peony,64,14.43
Ruang_Begonia,36,21.18
Ruang_Magnolia,67,6.87
Ruang_Camelia,30,15.2
Ruang_Zinnia,50,40.89
Ruang_Aster,42,18.68
Ruang_Jasmine,43,36.8
Ruang_Hydrangea,40,47.05
Ruang_Freesia,50,15.14
Ruang_Poppy,31,38.47
Ruang_Ranunculus,35,23.15
Ruang_Marigold,52,47.47
Ruang_Verbena,64,29.91
Ruang_Petunia,70,15.12
Ruang_Geranium,31,21.14
Ruang_Cosmos,56,17.94
Ruang_Edelweis,59,35.83
Ruang_Bromelia,47,47.88
Ruang_Heliconia,30,8.35
Ruang_Cempaka,70,9.94
Ruang_Wijayakusuma,58,40.16
Ruang_SedapMalam,48,45.71
Ruang_TapakDara,50,32.38
Ruang_PacarAir,65,15.21
Ruang_BungaSepatu,50,41.76
Ruang_Asoka,38,28.32
Ruang_NusaIndah,42,34.78
Ruang_Kantil,49,25.29
Ruang_Kecubung,33,29.39
Ruang_Soka,61,33.66
Ruang_Lotus,58,23.36
Ruang_Bluebell,63,45.95
Ruang_Daffodil,32,9.24
Ruang_Foxglove,46,8.75
Ruang_Hibiscus,51,22.69
Ruang_Lilac,31,12.58
Ruang_Narcissus,31,28.95
Ruang_Oleander,57,22.3
Ruang_Primrose,63,29.91
Ruang_Snapdragon,66,42.17
Ruang_Wisteria,47,45.13
Ruang_Yarrow,63,29.11
